Root Name,Search Term,PMID,Title,Article Type,Publication Year,PubMed URL
Lavender,Lavender,28236262,Comparing effects between music intervention and aromatherapy on anxiety of patients undergoing mechanical ventilation in the intensive care unit: a randomized controlled trial.,Journal Article; Randomized Controlled Trial,2017,https://pubmed.ncbi.nlm.nih.gov/28236262/
Lavender,Lavender,28169850,American Contact Dermatitis Society Core Allergen Series: 2017 Update.,Journal Article; Review,2017,https://pubmed.ncbi.nlm.nih.gov/28169850/
Lavender,Lavender,28166628,"""More than Honey"": Investigation on Volatiles from Monovarietal Honeys Using New Analytical and Sensory Approaches.",Evaluation Study; Journal Article,2017,https://pubmed.ncbi.nlm.nih.gov/28166628/
Lavender,Lavender,28077825,[Inhalation Effects of Aroma Essential Oil on Quality of Sleep for Shift Nurses after Night Work].,Controlled Clinical Trial; Journal Article,2016,https://pubmed.ncbi.nlm.nih.gov/28077825/
Lavender,Lavender,27863615,The effect of aromatherapy with lavender essence on severity of labor pain and duration of labor in primiparous women.,Journal Article; Randomized Controlled Trial,2016,https://pubmed.ncbi.nlm.nih.gov/27863615/
Lavender,Lavender,27863613,Effect of aromatherapy massage with lavender essential oil on pain in patients with osteoarthritis of the knee: A randomized controlled clinical trial.,Journal Article; Randomized Controlled Trial,2016,https://pubmed.ncbi.nlm.nih.gov/27863613/
Lavender,Lavender,27861196,Lavender Oil Preparation (Silexan) for Treating Anxiety: An Updated Meta-Analysis.,Letter; Meta-Analysis,2017,https://pubmed.ncbi.nlm.nih.gov/27861196/
Lavender,Lavender,27829428,Aromatherapy for the treatment of PONV in children: a pilot RCT.,Journal Article; Randomized Controlled Trial,2016,https://pubmed.ncbi.nlm.nih.gov/27829428/
Lavender,Lavender,27775966,"Essential Oils, Part V: Peppermint Oil, Lavender Oil, and Lemongrass Oil.",Journal Article; Review,2016,https://pubmed.ncbi.nlm.nih.gov/27775966/
Lavender,Lavender,27698173,Pseudomonas aeruginosa mastitis in two goats associated with an essential oil-based teat dip.,Case Reports; Journal Article,2016,https://pubmed.ncbi.nlm.nih.gov/27698173/
Lavender,Lavender,27575673,Comparing the effects of aromatherapy massage and inhalation aromatherapy on anxiety and pain in burn patients: A single-blind randomized clinical trial.,Comparative Study; Journal Article; Randomized Controlled Trial,2016,https://pubmed.ncbi.nlm.nih.gov/27575673/
Lavender,Lavender,27555173,Both lavender fleur oil and unscented oil aromatherapy reduce preoperative anxiety in breast surgery patients: a randomized trial.,Comparative Study; Journal Article; Randomized Controlled Trial,2016,https://pubmed.ncbi.nlm.nih.gov/27555173/
Lavender,Lavender,27427817,"Essential Oils, Part III: Chemical Composition.",Journal Article; Review,2016,https://pubmed.ncbi.nlm.nih.gov/27427817/
Lavender,Lavender,27388435,Effect of lavender aromatherapy on menopause hot flushing: A crossover randomized clinical trial.,Journal Article; Randomized Controlled Trial,2016,https://pubmed.ncbi.nlm.nih.gov/27388435/
Lavender,Lavender,27355279,Aroma Effects on Physiologic and Cognitive Function Following Acute Stress: A Mechanism Investigation.,Journal Article; Randomized Controlled Trial,2016,https://pubmed.ncbi.nlm.nih.gov/27355279/
Lavender,Lavender,27159213,Aromatherapy for the Treatment of Patients with Behavioral and Psychological Symptoms of Dementia: A Descriptive Analysis of RCTs.,Journal Article; Review,2016,https://pubmed.ncbi.nlm.nih.gov/27159213/
Lavender,Lavender,27157961,"Evaluating the efficacy of lavender aromatherapy on peripheral venous cannulation pain and anxiety: A prospective, randomized study.",Journal Article; Randomized Controlled Trial,2016,https://pubmed.ncbi.nlm.nih.gov/27157961/
Lavender,Lavender,27086012,Data fusion between high resolution (1)H-NMR and mass spectrometry: a synergetic approach to honey botanical origin characterization.,Evaluation Study; Journal Article,2016,https://pubmed.ncbi.nlm.nih.gov/27086012/
Lavender,Lavender,26850806,The use of aromasticks to help with sleep problems: A patient experience survey.,Journal Article; Randomized Controlled Trial,2015,https://pubmed.ncbi.nlm.nih.gov/26850806/
Lavender,Lavender,26850803,The effects of aromatherapy with lavender essential oil on fatigue levels in haemodialysis patients: A randomized clinical trial.,Journal Article; Randomized Controlled Trial,2015,https://pubmed.ncbi.nlm.nih.gov/26850803/
Lavender,Lavender,26831038,Harvest date effects on aroma compounds in aged Riesling icewines.,Comparative Study; Journal Article,2016,https://pubmed.ncbi.nlm.nih.gov/26831038/
Lavender,Lavender,26718792,"Efficacy of Silexan in mixed anxiety-depression--A randomized, placebo-controlled trial.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2015,https://pubmed.ncbi.nlm.nih.gov/26718792/
Lavender,Lavender,26646574,A Case of Psoriasis Replaced by Allergic Contact Dermatitis in a 12-Year-Old Boy.,Case Reports; Journal Article,2015,https://pubmed.ncbi.nlm.nih.gov/26646574/
Lavender,Lavender,26630428,Herbal Medicine for Low Back Pain: A Cochrane Review.,Journal Article; Systematic Review,2016,https://pubmed.ncbi.nlm.nih.gov/26630428/
Lavender,Lavender,26539382,"Essential oils, their therapeutic properties, and implication in dentistry: A review.",Journal Article; Review,2015,https://pubmed.ncbi.nlm.nih.gov/26539382/
Lavender,Lavender,26497887,Melatonin as an Antioxidant for Stroke Neuroprotection.,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",2015,https://pubmed.ncbi.nlm.nih.gov/26497887/
Lavender,Lavender,26473822,A Systematic Review of the Anxiolytic-Like Effects of Essential Oils in Animal Models.,"Journal Article; Research Support, Non-U.S. Gov't; Systematic Review",2015,https://pubmed.ncbi.nlm.nih.gov/26473822/
Lavender,Lavender,26353172,Prepubertal gynecomastia and chronic lavender exposure: report of three cases.,Case Reports; Journal Article,2016,https://pubmed.ncbi.nlm.nih.gov/26353172/
Lavender,Lavender,26293583,"Efficacy of orally administered Silexan in patients with anxiety-related restlessness and disturbed sleep--A randomized, placebo-controlled trial.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2015,https://pubmed.ncbi.nlm.nih.gov/26293583/
Lavender,Lavender,26272447,Comparison of the Effect of Massage Therapy and Isometric Exercises on Primary Dysmenorrhea: A Randomized Controlled Clinical Trial.,Comparative Study; Journal Article; Randomized Controlled Trial,2015,https://pubmed.ncbi.nlm.nih.gov/26272447/
Lavender,Lavender,26222759,The Effect of Lavender Oil in Patients with Renal Colic: A Prospective Controlled Study Using Objective and Subjective Outcome Measurements.,Controlled Clinical Trial; Journal Article,2015,https://pubmed.ncbi.nlm.nih.gov/26222759/
Lavender,Lavender,26211735,Effects of aromatherapy on sleep quality and anxiety of patients.,Journal Article; Randomized Controlled Trial,2015,https://pubmed.ncbi.nlm.nih.gov/26211735/
Lavender,Lavender,26175929,Preclinical development and clinical use of perillyl alcohol for chemoprevention and cancer therapy.,Journal Article; Review,2015,https://pubmed.ncbi.nlm.nih.gov/26175929/
Lavender,Lavender,26133206,Effect of Inhaled Lavender and Sleep Hygiene on Self-Reported Sleep Issues: A Randomized Controlled Trial.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2015,https://pubmed.ncbi.nlm.nih.gov/26133206/
Lavender,Lavender,26051567,Effect of inhalation aromatherapy with lavender essential oil on stress and vital signs in patients undergoing coronary artery bypass surgery: A single-blinded randomized clinical trial.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2014,https://pubmed.ncbi.nlm.nih.gov/26051567/
Lavender,Lavender,26051566,The effect of topical application of lavender essential oil on the intensity of pain caused by the insertion of dialysis needles in hemodialysis patients: A randomized clinical trial.,Journal Article; Randomized Controlled Trial,2015,https://pubmed.ncbi.nlm.nih.gov/26051566/
Lavender,Lavender,25893282,Plant essential oils and allied volatile fractions as multifunctional additives in meat and fish-based food products: a review.,Journal Article; Review,2015,https://pubmed.ncbi.nlm.nih.gov/25893282/
Lavender,Lavender,25761625,Essential oils and distilled straws of lavender and lavandin: a review of current use and potential application in white biotechnology.,"Journal Article; Research Support, Non-U.S. Gov't; Review",2015,https://pubmed.ncbi.nlm.nih.gov/25761625/
Lavender,Lavender,25677490,Premature thelarche in the setting of high lavender oil exposure.,Case Reports; Letter,2015,https://pubmed.ncbi.nlm.nih.gov/25677490/
Lavender,Lavender,25673580,Broken Heart Syndrome: A Typical Case.,Case Reports; Journal Article,2015,https://pubmed.ncbi.nlm.nih.gov/25673580/
Lavender,Lavender,25536022,Herbal medicine for low-back pain.,"Journal Article; Meta-Analysis; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Systematic Review",2014,https://pubmed.ncbi.nlm.nih.gov/25536022/
Lavender,Lavender,25522403,"Effects of Silexan on the serotonin-1A receptor and microstructure of the human brain: a randomized, placebo-controlled, double-blind, cross-over study with molecular and structural neuroimaging.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2014,https://pubmed.ncbi.nlm.nih.gov/25522403/
Lavender,Lavender,25384116,Lavender-thymol as a new topical aromatherapy preparation for episiotomy: A randomised clinical trial.,Journal Article; Randomized Controlled Trial; Retracted Publication,2015,https://pubmed.ncbi.nlm.nih.gov/25384116/
Lavender,Lavender,25358104,High-resolution mass spectrometry associated with data mining tools for the detection of pollutants and chemical characterization of honey samples.,"Evaluation Study; Journal Article; Research Support, Non-U.S. Gov't",2014,https://pubmed.ncbi.nlm.nih.gov/25358104/
Lavender,Lavender,25319228,No interacting influence of lavender oil preparation silexan on oral contraception using an ethinyl estradiol/levonorgestrel combination.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2014,https://pubmed.ncbi.nlm.nih.gov/25319228/
Lavender,Lavender,25192562,The effectiveness of essential oils for patients with neck pain: a randomized controlled study.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2014,https://pubmed.ncbi.nlm.nih.gov/25192562/
Lavender,Lavender,25183507,Role of expectations and pleasantness of essential oils in their acute effects.,"Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2014,https://pubmed.ncbi.nlm.nih.gov/25183507/
Lavender,Lavender,25070746,Attentional control in the attentional blink is modulated by odor.,Comparative Study; Controlled Clinical Trial; Journal Article,2014,https://pubmed.ncbi.nlm.nih.gov/25070746/
Lavender,Lavender,25027164,Color-detection thresholds in rhesus macaque monkeys and humans.,"Comparative Study; Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",2014,https://pubmed.ncbi.nlm.nih.gov/25027164/
Lavender,Lavender,25002406,Olfactory stimulatory with grapefruit and lavender oils change autonomic nerve activity and physiological function.,Journal Article; Review,2014,https://pubmed.ncbi.nlm.nih.gov/25002406/
Lavender,Lavender,24946435,[Herbal remedies in depression--state of the art].,English Abstract; Journal Article; Review,2014,https://pubmed.ncbi.nlm.nih.gov/24946435/
Lavender,Lavender,24782235,The influence of ambient scent and music on patients' anxiety in a waiting room of a plastic surgeon.,Journal Article; Randomized Controlled Trial,2014,https://pubmed.ncbi.nlm.nih.gov/24782235/
Lavender,Lavender,24731891,Effect of lavender inhalation on the symptoms of primary dysmenorrhea and the amount of menstrual bleeding: A randomized clinical trial.,Journal Article; Randomized Controlled Trial,2014,https://pubmed.ncbi.nlm.nih.gov/24731891/
Lavender,Lavender,24720812,A systematic review of the effect of inhaled essential oils on sleep.,Journal Article; Systematic Review,2014,https://pubmed.ncbi.nlm.nih.gov/24720812/
Lavender,Lavender,24707312,Essential oils for complementary treatment of surgical patients: state of the art.,Journal Article; Review,2014,https://pubmed.ncbi.nlm.nih.gov/24707312/
Lavender,Lavender,24571090,Comparative studies of cytotoxic and apoptotic properties of different extracts and the essential oil of Lavandula angustifolia on malignant and normal cells.,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",2014,https://pubmed.ncbi.nlm.nih.gov/24571090/
Lavender,Lavender,24569873,Aromatherapy for dementia.,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't; Systematic Review",2014,https://pubmed.ncbi.nlm.nih.gov/24569873/
Lavender,Lavender,24559818,"A case series on the use of lavendula oil capsules in patients suffering from major depressive disorder and symptoms of psychomotor agitation, insomnia and anxiety.",Case Reports; Journal Article,2013,https://pubmed.ncbi.nlm.nih.gov/24559818/
Lavender,Lavender,24456909,"Lavender oil preparation Silexan is effective in generalized anxiety disorder--a randomized, double-blind comparison to placebo and paroxetine.","Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2014,https://pubmed.ncbi.nlm.nih.gov/24456909/
Lavender,Lavender,24439636,The effects of lavender aromatherapy on pain following needle insertion into a fistula in hemodialysis patients.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2013,https://pubmed.ncbi.nlm.nih.gov/24439636/
Lavender,Lavender,24382614,Effect of lavender aromatherapy on vital signs and perceived quality of sleep in the intermediate care unit: a pilot study.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2014,https://pubmed.ncbi.nlm.nih.gov/24382614/
Lavender,Lavender,24326741,"Multinational, double-blind, randomised, placebo-controlled, prospective study of esomeprazole in the prevention of recurrent peptic ulcer in low-dose acetylsalicylic acid users: the LAVENDER study.","Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2013,https://pubmed.ncbi.nlm.nih.gov/24326741/
Lavender,Lavender,24219098,"A randomized, controlled cross-over trial of dermally-applied lavender (Lavandula angustifolia) oil as a treatment of agitated behaviour in dementia.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2013,https://pubmed.ncbi.nlm.nih.gov/24219098/
Lavender,Lavender,24175401,Allergic contact dermatitis to plant extracts in cosmetics.,Journal Article; Review,2013,https://pubmed.ncbi.nlm.nih.gov/24175401/
Lavender,Lavender,23932834,Evaluation of the effect of aromatherapy with lavender essential oil on post-tonsillectomy pain in pediatric patients: a randomized controlled trial.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2013,https://pubmed.ncbi.nlm.nih.gov/23932834/
Lavender,Lavender,23837414,A randomised controlled trial of the use of aromatherapy and hand massage to reduce disruptive behaviour in people with dementia.,"Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2013,https://pubmed.ncbi.nlm.nih.gov/23837414/
Lavender,Lavender,23808618,An orally administered lavandula oil preparation (Silexan) for anxiety disorder and related conditions: an evidence based review.,Journal Article; Review,2013,https://pubmed.ncbi.nlm.nih.gov/23808618/
Lavender,Lavender,23746494,A critical review of approaches to the treatment of dental anxiety in adults.,Journal Article; Review,2013,https://pubmed.ncbi.nlm.nih.gov/23746494/
Lavender,Lavender,23583561,"Pleiotropic effects of coat colour-associated mutations in humans, mice and other mammals.","Journal Article; Research Support, Non-U.S. Gov't; Review",2013,https://pubmed.ncbi.nlm.nih.gov/23583561/
Lavender,Lavender,23531112,Aromatherapy and the central nerve system (CNS): therapeutic mechanism and its associated genes.,"Journal Article; Research Support, Non-U.S. Gov't; Review",2013,https://pubmed.ncbi.nlm.nih.gov/23531112/
Lavender,Lavender,23414090,"Control of the chewing louse Bovicola (Werneckiella) ocellatus in donkeys, using essential oils.",Journal Article; Randomized Controlled Trial,2013,https://pubmed.ncbi.nlm.nih.gov/23414090/
Lavender,Lavender,23401474,Drug cocktail interaction study on the effect of the orally administered lavender oil preparation silexan on cytochrome P450 enzymes in healthy volunteers.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2013,https://pubmed.ncbi.nlm.nih.gov/23401474/
Lavender,Lavender,23360656,Randomized controlled trial for Salvia sclarea or Lavandula angustifolia: differential effects on blood pressure in female patients with urinary incontinence undergoing urodynamic examination.,"Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2013,https://pubmed.ncbi.nlm.nih.gov/23360656/
Lavender,Lavender,23211454,Possible efficacy of Lavender and Tea tree oils in the treatment of young women affected by mild idiopathic hirsutism.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2012,https://pubmed.ncbi.nlm.nih.gov/23211454/
Lavender,Lavender,23207249,"Silexan, an essential oil from flowers of Lavandula angustifolia, is not recognized as benzodiazepine-like in rats trained to discriminate a diazepam cue.",Comparative Study; Journal Article,2012,https://pubmed.ncbi.nlm.nih.gov/23207249/
Lavender,Lavender,23158705,Effect of aromatherapy massage on dysmenorrhea in Turkish students.,Controlled Clinical Trial; Journal Article,2010,https://pubmed.ncbi.nlm.nih.gov/23158705/
Lavender,Lavender,23157020,Composition and antipseudomonal effect of essential oils isolated from different lavender species.,Comparative Study; Journal Article,2012,https://pubmed.ncbi.nlm.nih.gov/23157020/
Lavender,Lavender,23126529,Evaluation and validation of two microbiological tests for screening antibiotic residues in honey according to the European guideline for the validation of screening methods.,Evaluation Study; Journal Article; Validation Study,2012,https://pubmed.ncbi.nlm.nih.gov/23126529/
Lavender,Lavender,23081867,Essential oils and their compositions as spatial repellents for pestiferous social wasps.,Evaluation Study; Journal Article,2012,https://pubmed.ncbi.nlm.nih.gov/23081867/
Lavender,Lavender,23022737,In vitro culture of lavenders (Lavandula spp.) and the production of secondary metabolites.,"Journal Article; Research Support, Non-U.S. Gov't; Review",2012,https://pubmed.ncbi.nlm.nih.gov/23022737/
Lavender,Lavender,22978588,Effects of dietary supplementation with a herbal extract on the performance of broilers infected with a mixture of Eimeria species.,Journal Article; Randomized Controlled Trial,2012,https://pubmed.ncbi.nlm.nih.gov/22978588/
Lavender,Lavender,22951395,Extraction of volatile oil from aromatic plants with supercritical carbon dioxide: experiments and modeling.,"Journal Article; Research Support, Non-U.S. Gov't; Review",2012,https://pubmed.ncbi.nlm.nih.gov/22951395/
Lavender,Lavender,22948516,Antibacterial and antioxidant potency of floral honeys from different botanical and geographical origins.,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",2012,https://pubmed.ncbi.nlm.nih.gov/22948516/
Lavender,Lavender,22936057,Adverse effects of aromatherapy: a systematic review of case reports and case series.,"Journal Article; Research Support, Non-U.S. Gov't; Systematic Review",2012,https://pubmed.ncbi.nlm.nih.gov/22936057/
Lavender,Lavender,22928313,Fumigant toxicity of plant essential oils against Camptomyia corticalis (Diptera: Cecidomyiidae).,"Comparative Study; Evaluation Study; Journal Article; Research Support, Non-U.S. Gov't",2012,https://pubmed.ncbi.nlm.nih.gov/22928313/
Lavender,Lavender,22796135,Olfactory categorization: a developmental study.,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",2012,https://pubmed.ncbi.nlm.nih.gov/22796135/
Lavender,Lavender,22760025,Anticholinergic syndrome and supraventricular tachycardia caused by lavender tea toxicity.,Case Reports; Journal Article,2012,https://pubmed.ncbi.nlm.nih.gov/22760025/
Lavender,Lavender,22646853,Fall prevention using olfactory stimulation with lavender odor in elderly nursing home residents: a randomized controlled trial.,"Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2012,https://pubmed.ncbi.nlm.nih.gov/22646853/
Lavender,Lavender,22612017,"The effects of lavender oil inhalation on emotional states, autonomic nervous system, and brain electrical activity.","Clinical Trial; Journal Article; Research Support, Non-U.S. Gov't",2012,https://pubmed.ncbi.nlm.nih.gov/22612017/
Lavender,Lavender,22582680,Effects of lavender aroma on sleep quality in healthy Japanese students.,Journal Article; Randomized Controlled Trial,2012,https://pubmed.ncbi.nlm.nih.gov/22582680/
Lavender,Lavender,22558691,Topical lavender oil for the treatment of recurrent aphthous ulceration.,Comparative Study; Journal Article; Randomized Controlled Trial,2012,https://pubmed.ncbi.nlm.nih.gov/22558691/
Lavender,Lavender,22517298,Lavender essential oil in the treatment of migraine headache: a placebo-controlled clinical trial.,Clinical Trial; Journal Article,2012,https://pubmed.ncbi.nlm.nih.gov/22517298/
Lavender,Lavender,22475718,"Phase II trial on the effects of Silexan in patients with neurasthenia, post-traumatic stress disorder or somatization disorder.","Clinical Trial, Phase II; Journal Article; Research Support, Non-U.S. Gov't",2012,https://pubmed.ncbi.nlm.nih.gov/22475718/
Lavender,Lavender,22464012,Is lavender an anxiolytic drug? A systematic review of randomised clinical trials.,Journal Article; Meta-Analysis; Systematic Review,2012,https://pubmed.ncbi.nlm.nih.gov/22464012/
Lavender,Lavender,22435980,The effectiveness of aromatherapy massage using lavender oil as a treatment for infantile colic.,Journal Article; Randomized Controlled Trial,2012,https://pubmed.ncbi.nlm.nih.gov/22435980/
Lavender,Lavender,22435409,"Pain relief assessment by aromatic essential oil massage on outpatients with primary dysmenorrhea: a randomized, double-blind clinical trial.",Journal Article; Randomized Controlled Trial,2012,https://pubmed.ncbi.nlm.nih.gov/22435409/
Lavender,Lavender,22414105,Nature against depression.,Journal Article; Review,2012,https://pubmed.ncbi.nlm.nih.gov/22414105/
Lavender,Lavender,22389175,Investigation of the chemical composition-antibacterial activity relationship of essential oils by chemometric methods.,"Evaluation Study; Journal Article; Research Support, Non-U.S. Gov't",2012,https://pubmed.ncbi.nlm.nih.gov/22389175/
Lavender,Lavender,22235509,Lavender essence for post-cesarean pain.,Journal Article; Randomized Controlled Trial,2011,https://pubmed.ncbi.nlm.nih.gov/22235509/
Lavender,Lavender,22224307,Interspecies comparison of chemical composition and anxiolytic-like effects of lavender oils upon inhalation.,Comparative Study; Journal Article,2011,https://pubmed.ncbi.nlm.nih.gov/22224307/
Lavender,Lavender,23983386,Aromatherapy as an adjuvant treatment in cancer care--a descriptive systematic review.,"Journal Article; Research Support, Non-U.S. Gov't; Systematic Review",2012,https://pubmed.ncbi.nlm.nih.gov/23983386/
Lavender,Lavender,23550371,Making sense of scents: the colour and texture of odours.,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",2012,https://pubmed.ncbi.nlm.nih.gov/23550371/
Lavender,Lavender,22196577,Episiotomy pain relief: Use of Lavender oil essence in primiparous Iranian women.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2011,https://pubmed.ncbi.nlm.nih.gov/22196577/
Lavender,Lavender,22086772,Evaluation of the effects of plant-derived essential oils on central nervous system function using discrete shuttle-type conditioned avoidance response in mice.,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",2011,https://pubmed.ncbi.nlm.nih.gov/22086772/
Lavender,Lavender,22070157,Medicinal plants and dementia therapy: herbal hopes for brain aging?,"Journal Article; Research Support, Non-U.S. Gov't; Review",2010,https://pubmed.ncbi.nlm.nih.gov/22070157/
Lavender,Lavender,21982136,The efficacy of lavender oil on perineal trauma: a review of the evidence.,Journal Article; Review,2011,https://pubmed.ncbi.nlm.nih.gov/21982136/
Lavender,Lavender,21922934,Aroma-therapeutic effects of massage blended essential oils on humans.,"Controlled Clinical Trial; Journal Article; Research Support, Non-U.S. Gov't",2011,https://pubmed.ncbi.nlm.nih.gov/21922934/
Lavender,Lavender,21890235,Common complementary and alternative therapies with potential use in dermatologic surgery: risks and benefits.,Journal Article; Review,2011,https://pubmed.ncbi.nlm.nih.gov/21890235/
Lavender,Lavender,21870761,[Studies regarding chemical composition of lavender volatile oils].,Comparative Study; English Abstract; Journal Article,2011,https://pubmed.ncbi.nlm.nih.gov/21870761/
Lavender,Lavender,21864348,"An ex vivo, assessor blind, randomised, parallel group, comparative efficacy trial of the ovicidal activity of three pediculicides after a single application--melaleuca oil and lavender oil, eucalyptus oil and lemon tea tree oil, and a ""suffocation"" pediculicide.","Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2011,https://pubmed.ncbi.nlm.nih.gov/21864348/
Lavender,Lavender,21854199,"The effect of lavender oil on stress, bispectral index values, and needle insertion pain in volunteers.",Journal Article; Randomized Controlled Trial,2011,https://pubmed.ncbi.nlm.nih.gov/21854199/
Lavender,Lavender,21649812,Effects of lavender olfactory input on cosmetic procedures.,Journal Article; Randomized Controlled Trial,2011,https://pubmed.ncbi.nlm.nih.gov/21649812/
Lavender,Lavender,21535800,Vitamin C and sugar levels as simple markers for discriminating Spanish honey sources.,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",2011,https://pubmed.ncbi.nlm.nih.gov/21535800/
Lavender,Lavender,21515997,[A comparison between effects of aroma massage and meridian massage on constipation and stress in women college students].,Controlled Clinical Trial; English Abstract; Journal Article,2011,https://pubmed.ncbi.nlm.nih.gov/21515997/
Lavender,Lavender,21499677,Application of high-performance liquid chromatography diode array detection and mass spectrometry to the analysis of characteristic compounds in various essential oils.,Evaluation Study; Journal Article,2011,https://pubmed.ncbi.nlm.nih.gov/21499677/
Lavender,Lavender,21438645,"Herbal medicines, other than St. John's Wort, in the treatment of depression: a systematic review.",Journal Article; Systematic Review,2011,https://pubmed.ncbi.nlm.nih.gov/21438645/
Lavender,Lavender,21328177,Patent literature on mosquito repellent inventions which contain plant essential oils--a review.,"Journal Article; Research Support, Non-U.S. Gov't; Review",2011,https://pubmed.ncbi.nlm.nih.gov/21328177/
Lavender,Lavender,21170695,"Efficacy and safety of silexan, a new, orally administered lavender oil preparation, in subthreshold anxiety disorder - evidence from clinical trials.",Comparative Study; Journal Article; Review,2010,https://pubmed.ncbi.nlm.nih.gov/21170695/
Lavender,Lavender,21168115,Healing advantages of lavender essential oil during episiotomy recovery: a clinical trial.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2010,https://pubmed.ncbi.nlm.nih.gov/21168115/
Lavender,Lavender,21157172,"[Effects of aromatherapy on changes in the autonomic nervous system, aortic pulse wave velocity and aortic augmentation index in patients with essential hypertension].",Controlled Clinical Trial; Journal Article,2010,https://pubmed.ncbi.nlm.nih.gov/21157172/
Lavender,Lavender,21107332,Aromatherapy alleviates endothelial dysfunction of medical staff after night-shift work: preliminary observations.,Clinical Trial; Journal Article,2010,https://pubmed.ncbi.nlm.nih.gov/21107332/
Lavender,Lavender,20820114,[Effects of oral care with essential oil on improvement in oral health status of hospice patients].,"Controlled Clinical Trial; Journal Article; Research Support, Non-U.S. Gov't",2010,https://pubmed.ncbi.nlm.nih.gov/20820114/
Lavender,Lavender,20727129,"A randomised, assessor blind, parallel group comparative efficacy trial of three products for the treatment of head lice in children--melaleuca oil and lavender oil, pyrethrins and piperonyl butoxide, and a ""suffocation"" product.","Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2010,https://pubmed.ncbi.nlm.nih.gov/20727129/
Lavender,Lavender,20665367,Biosynthesis and therapeutic properties of Lavandula essential oil constituents.,Journal Article; Review,2010,https://pubmed.ncbi.nlm.nih.gov/20665367/
Lavender,Lavender,20649945,The study protocol of a blinded randomised-controlled cross-over trial of lavender oil as a treatment of behavioural symptoms in dementia.,"Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2010,https://pubmed.ncbi.nlm.nih.gov/20649945/
Lavender,Lavender,20614803,A systematic review on the anxiolytic effects of aromatherapy on rodents under experimentally induced anxiety models.,Journal Article; Systematic Review,2010,https://pubmed.ncbi.nlm.nih.gov/20614803/
Lavender,Lavender,20512042,"Silexan, an orally administered Lavandula oil preparation, is effective in the treatment of 'subsyndromal' anxiety disorder: a randomized, double-blind, placebo controlled trial.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2010,https://pubmed.ncbi.nlm.nih.gov/20512042/
Lavender,Lavender,22009930,Transoral atlantoaxial reduction plate internal fixation for the treatment of irreducible atlantoaxial dislocation: a 2- to 4-year follow-up.,"Evaluation Study; Journal Article; Research Support, Non-U.S. Gov't",2010,https://pubmed.ncbi.nlm.nih.gov/22009930/
Lavender,Lavender,20377818,Effect of aromatherapy on patients with Alzheimer's disease.,Controlled Clinical Trial; Journal Article,2009,https://pubmed.ncbi.nlm.nih.gov/20377818/
